year_of_info,registration_number,state_medical_council,name,father_or_husband_name,qualification_1,qualification_1_year,university_name,qualification_2,qualification_2_year,email,date_of_birth,date_of_registration,age,experience_years
2007,47968,Andhra Pradesh Medical Council,Waida Brar,Xalak Nagi,MBBS,1987,NTR University of Health Sciences,MD (Gen. Med.),1999,indalidhaliwal@example.org,06-04-1985,02-07-2025,40,39
2000,86641,Andhra Pradesh Medical Council,Shivansh Ratti,Henry Shere,MBBS,1981,NTR University of Health Sciences,MS (Ortho),2009,kdugar@example.org,02-08-1976,03-07-2012,49,45
2009,52668,Andhra Pradesh Medical Council,Parth Shan,Indrajit Rama,MBBS,1990,SVIMS Tirupati,MD (Gen. Med.),2001,meerasachdeva@example.net,12-03-1999,07-09-2024,26,36
2023,41412,Andhra Pradesh Medical Council,Harrison Ganesh,Aditya Rastogi,MBBS,2003,U.Mysore,MD (Pediatrics),2018,soodazad@example.com,24-10-2000,21-04-2025,25,23
2022,99785,Andhra Pradesh Medical Council,Jalsa Tank,Henry Dayal,MBBS,2004,U.Mysore,MD (Gen. Med.),2019,chasmum80@example.net,25-06-1981,14-01-2022,44,22
2000,83169,Andhra Pradesh Medical Council,Unni Sengupta,Ekaja Bal,MBBS,1985,NTR University of Health Sciences,MD (Gen. Med.),1991,bhavnalata@example.net,19-12-1988,29-03-2020,37,41
2020,64750,Andhra Pradesh Medical Council,Dalaja Gara,Vedika Taneja,MBBS,2005,NTR University of Health Sciences,MD (Gen. Med.),2002,tsangha@example.net,26-07-1977,30-11-2003,48,21
2004,79079,Andhra Pradesh Medical Council,Zashil Sidhu,Yash Vora,MBBS,1984,NTR University of Health Sciences,MD (Pediatrics),1996,wdua@example.net,28-01-1993,17-04-2024,32,42
2014,58116,Andhra Pradesh Medical Council,Yatan Sami,Yashawini Joshi,MBBS,1995,SVIMS Tirupati,MD (Pediatrics),2021,uvarty@example.net,30-05-1974,20-02-2023,51,31
2000,86762,Andhra Pradesh Medical Council,Suhani Borah,Gaurav Sharma,MBBS,1980,U.Mysore,MD (Pediatrics),1993,rajanthomas@example.org,20-03-1973,10-12-1996,52,46
2010,76309,Andhra Pradesh Medical Council,Dayita Khanna,Timothy More,MBBS,1993,U.Mysore,MD (Pediatrics),2006,raagini60@example.com,22-04-1985,05-11-2008,40,33
2009,49874,Andhra Pradesh Medical Council,Yagnesh Soni,Chanchal Shukla,MBBS,1990,SVIMS Tirupati,MS (Ortho),2003,nrao@example.com,18-11-1990,26-02-2018,35,36
2019,56417,Andhra Pradesh Medical Council,Aarav Pandit,Gaurang Sabharwal,MBBS,2000,NTR University of Health Sciences,,,sathesuhani@example.com,22-08-1995,22-12-2017,30,26
2013,95997,Andhra Pradesh Medical Council,Farhan Kade,Frederick Memon,MBBS,1998,U.Mysore,MD (Gen. Med.),2021,jnarula@example.com,12-05-1999,27-11-2022,26,28
2009,52863,Andhra Pradesh Medical Council,Radha Saxena,Laksh Bala,MBBS,1994,SVIMS Tirupati,MD (Gen. Med.),2017,cmitra@example.org,28-02-1987,21-02-2020,38,32
2015,60621,Andhra Pradesh Medical Council,Henry Gill,Henry Walia,MBBS,1996,NTR University of Health Sciences,MS (Ortho),2021,purohitgayathri@example.net,09-02-1971,29-01-2023,54,30
2014,91176,Andhra Pradesh Medical Council,Wyatt Peri,Yasti Balakrishnan,MBBS,1999,NTR University of Health Sciences,MS (Ortho),2007,goyalnathaniel@example.net,16-01-1994,02-12-2025,31,27
2021,67388,Andhra Pradesh Medical Council,Darsh Tara,Charan Kata,MBBS,2006,SVIMS Tirupati,MD (Gen. Med.),2013,benjamin18@example.com,24-05-2000,29-06-2022,25,20
2000,72997,Andhra Pradesh Medical Council,Balvan Bhandari,Luke Ratta,MBBS,1985,SVIMS Tirupati,MD (Gen. Med.),1991,tanejayahvi@example.com,17-04-1977,26-07-2001,48,41
2001,59477,Andhra Pradesh Medical Council,Thomas Kade,Veda Pandya,MBBS,1982,SVIMS Tirupati,,,dewanbina@example.com,02-07-1977,27-10-2019,48,44
2011,81360,Andhra Pradesh Medical Council,Ganga Bhattacharyya,Advay Narayan,MBBS,1996,U.Mysore,,,lakshmidhar@example.org,09-03-1976,29-07-2004,49,30
2000,88999,Andhra Pradesh Medical Council,Ishanvi Mand,Ishwar Rajagopalan,MBBS,1982,SVIMS Tirupati,,,ojasviyogi@example.org,04-09-1974,29-10-2002,51,44
2004,95271,Andhra Pradesh Medical Council,Gayathri Nagar,Unnati Pradhan,MBBS,1988,U.Mysore,MD (Gen. Med.),1997,kaletimothy@example.net,16-01-1975,14-08-2011,51,38
2011,89934,Andhra Pradesh Medical Council,Nathaniel Sura,Abeer Sen,MBBS,1996,NTR University of Health Sciences,MS (Ortho),2006,vedhika27@example.org,07-09-1977,23-03-2017,48,30
2014,50674,Andhra Pradesh Medical Council,Vedika Sachar,Mugdha Kanda,MBBS,1999,NTR University of Health Sciences,MD (Pediatrics),2007,sankardarika@example.net,12-09-1986,17-01-2019,39,27
2017,47660,Andhra Pradesh Medical Council,Sathvik Patla,Nathan Karan,MBBS,1998,NTR University of Health Sciences,MD (Pediatrics),2021,nakshsodhi@example.org,03-07-2000,22-05-2023,25,28
2017,82266,Andhra Pradesh Medical Council,Deepa Contractor,Sachi Karnik,MBBS,2002,NTR University of Health Sciences,MS (Ortho),2013,qarin16@example.org,18-11-1975,22-06-2014,50,24
2018,68807,Andhra Pradesh Medical Council,Mekhala Pathak,Yuvraj Ratta,MBBS,1999,SVIMS Tirupati,MS (Ortho),2009,dominic18@example.com,26-05-1984,10-08-2023,41,27
2005,70841,Andhra Pradesh Medical Council,Alexander Mangat,Anmol Tiwari,MBBS,1985,NTR University of Health Sciences,MD (Pediatrics),2017,yhari@example.org,14-02-1977,07-06-2020,48,41
2012,97089,Andhra Pradesh Medical Council,Nisha Palan,Shivani Lalla,MBBS,1992,U.Mysore,,,tjohal@example.com,25-12-1992,17-01-2024,33,34
2014,93577,Andhra Pradesh Medical Council,Ikbal Chakraborty,Neel Bora,MBBS,1995,SVIMS Tirupati,MD (Pediatrics),2008,maharajaarush@example.org,02-07-1989,12-11-2020,36,31
2023,63973,Andhra Pradesh Medical Council,Jeet Mitter,Abhimanyu Kumer,MBBS,2008,SVIMS Tirupati,MD (Pediatrics),2017,ekajabhargava@example.net,05-10-1978,21-12-2023,47,18
2003,47839,Andhra Pradesh Medical Council,Veer Bala,Rohan Bal,MBBS,1986,U.Mysore,MD (Pediatrics),2016,murtyxiti@example.org,28-01-1986,23-11-2019,39,40
2006,97411,Andhra Pradesh Medical Council,Eiravati Bava,Krishna Sidhu,MBBS,1986,SVIMS Tirupati,MD (Gen. Med.),2018,surnakul@example.net,23-02-1997,02-05-2021,28,40
2017,77284,Andhra Pradesh Medical Council,Girindra De,Ubika Misra,MBBS,1997,U.Mysore,MD (Gen. Med.),2023,daviddora@example.net,12-08-2000,14-05-2024,25,29
2010,63267,Andhra Pradesh Medical Council,Vihaan Chander,Robert Anne,MBBS,1991,NTR University of Health Sciences,,,edhithasuri@example.com,31-05-1986,06-10-2020,39,35
2007,58287,Andhra Pradesh Medical Council,Sarthak Sathe,Jai Jha,MBBS,1989,SVIMS Tirupati,MD (Gen. Med.),2013,onkarmukhopadhyay@example.net,05-08-1982,25-02-2014,43,37
2013,58970,Andhra Pradesh Medical Council,Garima Patil,Darsh Sur,MBBS,1993,NTR University of Health Sciences,,,reddyjatin@example.org,03-01-1989,22-03-2013,37,33
2008,84490,Andhra Pradesh Medical Council,Adya Bhatt,Pooja Deshmukh,MBBS,1991,U.Mysore,MD (Pediatrics),2007,kashvianne@example.net,15-07-1971,07-08-2010,54,35
2014,82398,Andhra Pradesh Medical Council,Krish Sharaf,Rehaan Sarin,MBBS,1996,SVIMS Tirupati,,,qshenoy@example.net,02-01-1999,18-06-2025,27,30
2017,49429,Andhra Pradesh Medical Council,Manthan Thakkar,Shivani Dhaliwal,MBBS,1998,U.Mysore,MS (Ortho),2020,tmohanty@example.org,26-06-1979,10-07-2021,46,28
2017,46693,Andhra Pradesh Medical Council,Ati Morar,Luke Menon,MBBS,2002,U.Mysore,MD (Gen. Med.),1997,ramangaurangi@example.com,03-03-1973,12-07-1998,52,24
2008,41327,Andhra Pradesh Medical Council,Turvi Manda,Ria Dua,MBBS,1988,SVIMS Tirupati,MD (Gen. Med.),2024,nimrat23@example.org,23-11-1993,04-10-2025,32,38
2023,91572,Andhra Pradesh Medical Council,Yutika Chopra,Jeremiah Lad,MBBS,2008,NTR University of Health Sciences,MS (Ortho),2016,davidreddy@example.org,16-05-1987,29-05-2018,38,18
2016,82884,Andhra Pradesh Medical Council,Turvi Mand,Vasana Bhatt,MBBS,1998,SVIMS Tirupati,MS (Ortho),2024,chanakyakalla@example.org,21-07-2000,31-07-2025,25,28
2016,81440,Andhra Pradesh Medical Council,Jeet Setty,Yug Srivastava,MBBS,1997,NTR University of Health Sciences,MD (Pediatrics),2011,qabil59@example.org,17-09-1972,05-08-2012,53,29
2007,53598,Andhra Pradesh Medical Council,Anita Ratta,Chaitaly Yadav,MBBS,1987,SVIMS Tirupati,MD (Pediatrics),2002,ekanshcherian@example.org,29-09-1990,30-11-2013,35,39
2008,47317,Andhra Pradesh Medical Council,Hritik Ravel,Lekha Shanker,MBBS,1988,U.Mysore,MD (Gen. Med.),2001,jasmitjhaveri@example.org,07-05-1981,04-10-2008,44,38
2006,76446,Andhra Pradesh Medical Council,Yashawini Agrawal,Gautam Hayer,MBBS,1991,U.Mysore,MS (Ortho),2021,krishnandayamai@example.net,16-08-1996,30-12-2024,29,35
2001,50707,Andhra Pradesh Medical Council,Anita Kaul,Zaitra Bakshi,MBBS,1984,NTR University of Health Sciences,MS (Ortho),1993,hprakash@example.com,21-05-1996,18-03-2020,29,42
2013,44417,Andhra Pradesh Medical Council,Amaira Bajwa,Yashvi Mutti,MBBS,1993,U.Mysore,MD (Gen. Med.),2006,iswaminathan@example.net,01-05-1971,26-03-2010,54,33
2016,80587,Andhra Pradesh Medical Council,Mohammed Raghavan,Yatin Lalla,MBBS,1998,SVIMS Tirupati,,,asampath@example.com,27-08-1976,30-06-2016,49,28
2006,44549,Andhra Pradesh Medical Council,Robert De,Ekapad Sharma,MBBS,1987,U.Mysore,MS (Ortho),1996,gabriel34@example.com,02-10-1988,12-03-2024,37,39
2017,85298,Andhra Pradesh Medical Council,Parth More,Niharika Saxena,MBBS,1999,U.Mysore,MD (Pediatrics),2012,ikamdar@example.net,24-01-1992,25-01-2016,33,27
2012,97503,Andhra Pradesh Medical Council,Rohan Nagar,Lakshit Trivedi,MBBS,1993,SVIMS Tirupati,MD (Pediatrics),2004,charita49@example.com,08-02-1995,12-09-2025,30,33
2015,70274,Andhra Pradesh Medical Council,Chaitaly Handa,Robert Wadhwa,MBBS,1997,SVIMS Tirupati,MD (Gen. Med.),2009,zraj@example.net,20-02-1971,25-02-2010,54,29
2010,49102,Andhra Pradesh Medical Council,Chaitaly Issac,Onveer Mitter,MBBS,1992,U.Mysore,MD (Gen. Med.),2016,nandini57@example.org,05-03-1996,04-08-2019,29,34
2014,60537,Andhra Pradesh Medical Council,Tanish Dhingra,Raghav Pillai,MBBS,1997,NTR University of Health Sciences,MD (Gen. Med.),2005,dugalurvi@example.com,15-02-1973,12-03-2003,52,29
2012,71000,Andhra Pradesh Medical Council,Laban Ahluwalia,Aahana Patil,MBBS,1994,SVIMS Tirupati,,,xnaik@example.net,23-03-1974,30-11-2024,51,32
2013,43818,Andhra Pradesh Medical Council,Avni Kuruvilla,Arin Khurana,MBBS,1995,SVIMS Tirupati,MS (Ortho),2004,hdubey@example.org,05-05-1997,03-10-2025,28,31
2022,93898,Andhra Pradesh Medical Council,Harita Mani,Radha Brar,MBBS,2007,SVIMS Tirupati,MD (Pediatrics),2022,joshuadalia@example.org,10-01-1993,18-01-2025,33,19
2016,98629,Andhra Pradesh Medical Council,Aradhana Bansal,Quincy Ganesan,MBBS,1997,NTR University of Health Sciences,MD (Gen. Med.),2009,benjamin44@example.org,02-03-1980,26-03-2010,45,29
2004,41880,Andhra Pradesh Medical Council,Unni Prabhu,Aayush Natarajan,MBBS,1986,SVIMS Tirupati,,,kapooranusha@example.org,02-07-1970,25-06-2018,55,40
2012,83856,Andhra Pradesh Medical Council,Upasna Murty,Kevin Randhawa,MBBS,1994,U.Mysore,,,nmandal@example.net,11-07-1992,19-02-2021,33,32
2008,78562,Andhra Pradesh Medical Council,Upkaar Khare,Edhitha Dara,MBBS,1993,U.Mysore,,,ntandon@example.net,06-01-1996,24-07-2024,30,33
2002,46649,Andhra Pradesh Medical Council,Ria Sastry,Vasatika Dayal,MBBS,1984,SVIMS Tirupati,,,xalak28@example.com,16-11-1988,17-02-2025,37,42
2018,73872,Andhra Pradesh Medical Council,Michael Bala,Azaan Kala,MBBS,1998,SVIMS Tirupati,,,ekiya24@example.com,08-08-1978,28-02-2018,47,28
2017,40939,Andhra Pradesh Medical Council,Gavin Gala,Tanay Manda,MBBS,2002,NTR University of Health Sciences,MD (Pediatrics),2010,ekanibath@example.net,04-06-1980,16-12-2012,45,24
2014,46368,Andhra Pradesh Medical Council,Vyanjana Bhatt,Avni Salvi,MBBS,1998,U.Mysore,MD (Pediatrics),2004,hardikbarad@example.com,02-12-1985,24-03-2025,40,28
2007,79684,Andhra Pradesh Medical Council,Ayush Varughese,Janani Sunder,MBBS,1992,NTR University of Health Sciences,MD (Pediatrics),2006,zkohli@example.com,29-06-1975,21-03-2007,50,34
2007,59584,Andhra Pradesh Medical Council,Gautam Vohra,Chaitaly Din,MBBS,1991,U.Mysore,,,ati13@example.com,21-08-1983,07-11-2020,42,35
2008,66800,Andhra Pradesh Medical Council,Tanvi Grover,Chakradev Gera,MBBS,1993,U.Mysore,MS (Ortho),2003,tmagar@example.net,11-12-1999,08-04-2022,26,33
2015,90160,Andhra Pradesh Medical Council,Vanya Chada,Aarini Lanka,MBBS,1999,SVIMS Tirupati,,,suragabriel@example.com,13-11-1987,25-02-2010,38,27
2016,96296,Andhra Pradesh Medical Council,Jyoti Nagy,Yatan Nori,MBBS,2000,U.Mysore,,,roylajita@example.com,16-08-1995,10-01-2025,30,26
2007,65359,Andhra Pradesh Medical Council,Akshay Mitter,Yoshita Lad,MBBS,1990,NTR University of Health Sciences,MD (Pediatrics),1999,chandrachanchal@example.com,07-03-1977,30-08-2014,48,36
2003,49200,Andhra Pradesh Medical Council,Kai Kale,Varenya Shenoy,MBBS,1985,NTR University of Health Sciences,,,mrege@example.com,11-12-1989,28-06-2013,36,41
2002,48654,Andhra Pradesh Medical Council,Yashica Comar,Dominic Rai,MBBS,1984,NTR University of Health Sciences,,,lyadav@example.net,05-11-1997,05-05-2022,28,42
2001,75250,Andhra Pradesh Medical Council,Madhav Swaminathan,Nihal Basu,MBBS,1984,NTR University of Health Sciences,,,jagratiborah@example.org,09-06-1994,03-12-2021,31,42
2007,87189,Andhra Pradesh Medical Council,Falak Dhillon,Victor Pai,MBBS,1987,SVIMS Tirupati,MS (Ortho),1998,meghana60@example.org,21-09-1987,16-05-2013,38,39
2017,87139,Andhra Pradesh Medical Council,Mitesh Saxena,Damini Dugal,MBBS,1997,SVIMS Tirupati,MS (Ortho),2012,ememon@example.org,25-04-1985,12-02-2018,40,29
2013,58849,Andhra Pradesh Medical Council,Anita Mitra,Owen Sarma,MBBS,1993,SVIMS Tirupati,MD (Pediatrics),2002,binadubey@example.org,26-12-1973,22-08-2003,52,33
2001,53647,Andhra Pradesh Medical Council,Yashodhara Baria,Osha Gara,MBBS,1981,U.Mysore,MS (Ortho),2009,mahluwalia@example.org,08-12-1988,02-07-2011,37,45
2015,59864,Andhra Pradesh Medical Council,Krishna Iyer,Widisha Pradhan,MBBS,2000,U.Mysore,,,kkibe@example.net,07-01-1970,08-10-2002,56,26
2013,67419,Andhra Pradesh Medical Council,Qushi Toor,Inaya Modi,MBBS,1994,SVIMS Tirupati,MS (Ortho),2004,meghanadalia@example.com,01-10-1981,30-09-2020,44,32
2023,97991,Andhra Pradesh Medical Council,Nilima Sahota,Faris Keer,MBBS,2003,NTR University of Health Sciences,MD (Gen. Med.),2011,kashishloke@example.com,09-11-1983,06-08-2012,42,23
2023,43916,Andhra Pradesh Medical Council,Anirudh D’Alia,Pahal Swamy,MBBS,2003,SVIMS Tirupati,MD (Gen. Med.),2023,thora@example.org,18-11-1996,12-05-2025,29,23
2000,77235,Andhra Pradesh Medical Council,Reyansh Sankar,Om Chahal,MBBS,1983,U.Mysore,MS (Ortho),1993,jayaramanqasim@example.net,10-10-1977,05-06-2000,48,43
2000,78439,Andhra Pradesh Medical Council,Hritik Datta,Radhika Natarajan,MBBS,1984,U.Mysore,,,annechatura@example.org,03-04-1994,20-11-2022,31,42
2009,42998,Andhra Pradesh Medical Council,Anita Jha,Aarav Purohit,MBBS,1993,U.Mysore,,,wparmer@example.org,03-04-1994,27-04-2025,31,33
2021,77778,Andhra Pradesh Medical Council,Harrison Suri,Leela Cheema,MBBS,2002,NTR University of Health Sciences,MS (Ortho),2013,kotaoscar@example.org,08-06-1991,12-08-2016,34,24
2019,60273,Andhra Pradesh Medical Council,Amaira Nagy,Ijaya Bhagat,MBBS,2003,SVIMS Tirupati,MD (Pediatrics),2023,fbanerjee@example.org,25-04-1984,16-06-2024,41,23
2006,48894,Andhra Pradesh Medical Council,Naksh Deol,Qabil Soman,MBBS,1988,SVIMS Tirupati,MD (Pediatrics),2012,ayushmankaul@example.org,17-07-1992,26-11-2015,33,38
2022,42429,Andhra Pradesh Medical Council,Brijesh Mani,Max Bobal,MBBS,2007,SVIMS Tirupati,MD (Gen. Med.),2012,jsundaram@example.com,29-07-1989,19-05-2013,36,19
2000,86502,Andhra Pradesh Medical Council,Upkaar Bhasin,Shivansh Narayan,MBBS,1981,SVIMS Tirupati,,,vaidyapriya@example.com,28-02-1985,30-11-2020,40,45
2022,79955,Andhra Pradesh Medical Council,Rohan Padmanabhan,Bhanumati Samra,MBBS,2005,NTR University of Health Sciences,,,jyoti38@example.net,07-06-1977,31-10-2003,48,21
2019,87761,Andhra Pradesh Medical Council,Nakul Tailor,Ganga Arya,MBBS,2001,NTR University of Health Sciences,,,rvenkatesh@example.com,14-10-1988,06-07-2011,37,25
2016,86594,Andhra Pradesh Medical Council,Timothy Nagarajan,Anita Jayaraman,MBBS,1998,U.Mysore,MD (Pediatrics),2007,eshananarayanan@example.org,27-03-1991,15-08-2014,34,28
2003,45445,Andhra Pradesh Medical Council,Dipta Sama,Henry Prabhakar,MBBS,1986,NTR University of Health Sciences,MS (Ortho),1998,biravi@example.net,09-09-1987,22-07-2019,38,40
2008,50002,Andhra Pradesh Medical Council,Hardik Chawla,Warjas Sawhney,MBBS,1989,SVIMS Tirupati,MD (Pediatrics),2000,isarin@example.com,14-01-1979,15-06-2003,47,37
2013,83794,Andhra Pradesh Medical Council,Chanchal Thaker,Oeshi Mahajan,MBBS,1994,SVIMS Tirupati,MS (Ortho),2020,balvanwali@example.com,23-09-1990,19-10-2021,35,32
2000,84496,Andhra Pradesh Medical Council,Yug Mahal,Chakradev Bhagat,MBBS,1980,U.Mysore,MS (Ortho),2013,ftiwari@example.org,12-06-1987,03-06-2016,38,46
2022,71693,Andhra Pradesh Medical Council,Amol Behl,Warinder Nayak,MBBS,2003,U.Mysore,MS (Ortho),2011,dubeylogan@example.org,25-04-1976,02-11-2014,49,23
2009,84113,Andhra Pradesh Medical Council,Kavya Jaggi,Jeet Balay,MBBS,1993,U.Mysore,MD (Pediatrics),2024,ekalingagoyal@example.net,25-03-1980,01-07-2025,45,33
2021,72781,Andhra Pradesh Medical Council,Dakshesh Thakur,Gavin Mistry,MBBS,2005,U.Mysore,,,prashadmatthew@example.net,24-07-1982,16-05-2008,43,21
2005,61679,Andhra Pradesh Medical Council,Amruta Bal,Thomas Hegde,MBBS,1989,NTR University of Health Sciences,MS (Ortho),2000,venkataramankamya@example.com,21-03-1972,04-01-2019,53,37
2019,76097,Andhra Pradesh Medical Council,Vinaya Ram,George Bahri,MBBS,2000,NTR University of Health Sciences,MD (Pediatrics),2011,fyadav@example.org,11-01-1998,24-06-2020,27,26
2000,81958,Andhra Pradesh Medical Council,Panini Bajaj,Darpan Sankaran,MBBS,1985,SVIMS Tirupati,MD (Pediatrics),2004,owenguha@example.org,09-07-1982,21-08-2005,43,41
2005,95346,Andhra Pradesh Medical Council,Ishanvi Butala,Neelima Kumar,MBBS,1989,NTR University of Health Sciences,MD (Pediatrics),2016,nachiketdeshpande@example.com,21-09-1988,20-07-2018,37,37
2018,56303,Andhra Pradesh Medical Council,Avni Tripathi,Andrew Kurian,MBBS,1999,NTR University of Health Sciences,MD (Gen. Med.),2013,mangatrohan@example.com,16-04-1972,21-09-2007,53,27
2022,61842,Andhra Pradesh Medical Council,Orinder Keer,Suhani Devan,MBBS,2006,SVIMS Tirupati,MD (Pediatrics),2021,omuni@example.net,24-03-1973,20-02-2024,52,20
2008,98001,Andhra Pradesh Medical Council,Aadhya Borde,Balhaar Gala,MBBS,1992,U.Mysore,MD (Pediatrics),2010,brijeshwali@example.com,08-11-1976,07-06-2011,49,34
2017,52122,Andhra Pradesh Medical Council,Noah Keer,Warjas Gola,MBBS,1997,NTR University of Health Sciences,MD (Pediatrics),2021,wazir32@example.com,26-01-1993,04-10-2024,32,29
2011,87546,Andhra Pradesh Medical Council,Avni Venkatesh,Vrinda Devan,MBBS,1994,U.Mysore,MD (Gen. Med.),2001,parthprasad@example.net,18-09-1997,23-08-2022,28,32
2017,79534,Andhra Pradesh Medical Council,Maya Chaudhuri,Darika Walia,MBBS,1997,SVIMS Tirupati,MD (Pediatrics),2012,lkrishnamurthy@example.com,20-05-1996,29-11-2024,29,29
2022,48356,Andhra Pradesh Medical Council,Ryan Dada,Girish Bala,MBBS,2003,U.Mysore,MD (Pediatrics),2014,rbalay@example.net,26-12-1986,15-09-2012,39,23
2013,85273,Andhra Pradesh Medical Council,Ojas Naik,Rehaan Shukla,MBBS,1995,U.Mysore,MS (Ortho),2007,girindra56@example.net,14-02-1993,28-12-2018,32,31
2022,57939,Andhra Pradesh Medical Council,Zansi Karnik,Bina Ghosh,MBBS,2007,NTR University of Health Sciences,MD (Pediatrics),2022,ekiya17@example.net,23-02-1987,10-10-2025,38,19
2012,63242,Andhra Pradesh Medical Council,Theodore Sarma,Jhalak Bawa,MBBS,1994,SVIMS Tirupati,MD (Gen. Med.),2007,ubala@example.com,12-05-1981,03-12-2010,44,32
2006,71363,Andhra Pradesh Medical Council,Zayyan Sachdeva,Kashvi Johal,MBBS,1990,U.Mysore,MD (Pediatrics),2013,zashil24@example.com,18-11-1990,13-02-2015,35,36
2021,84721,Andhra Pradesh Medical Council,Amol Bail,Mekhala Pathak,MBBS,2002,NTR University of Health Sciences,MS (Ortho),2014,nidrakapoor@example.net,02-04-2000,08-03-2025,25,24
2003,64167,Andhra Pradesh Medical Council,Yatan Bhakta,Yagnesh Manne,MBBS,1986,NTR University of Health Sciences,MD (Gen. Med.),2012,naranghemangini@example.net,01-10-1972,20-08-2014,53,40
2007,91294,Andhra Pradesh Medical Council,Tara Pandya,Idika Master,MBBS,1990,U.Mysore,MS (Ortho),2012,bordewarhi@example.org,21-01-1985,17-03-2014,40,36
2013,83096,Andhra Pradesh Medical Council,Ekta Samra,Rudra Korpal,MBBS,1994,U.Mysore,MD (Pediatrics),2005,aadi53@example.net,24-02-1972,17-10-2016,53,32
2002,64522,Andhra Pradesh Medical Council,Peter Pathak,Rehaan Divan,MBBS,1986,U.Mysore,MS (Ortho),1998,zehaan99@example.org,21-10-1973,14-07-2000,52,40
2014,45635,Andhra Pradesh Medical Council,Krish Gera,Anvi Kannan,MBBS,1998,SVIMS Tirupati,MD (Pediatrics),2018,ymurty@example.net,14-02-1978,27-11-2021,47,28
2020,93645,Andhra Pradesh Medical Council,Kai Sodhi,Sanya Rai,MBBS,2003,NTR University of Health Sciences,MS (Ortho),2006,megha18@example.com,15-02-1984,17-04-2009,41,23
2021,43713,Andhra Pradesh Medical Council,Lavanya Bajaj,Jagvi Brar,MBBS,2006,NTR University of Health Sciences,MD (Gen. Med.),2007,gopalnakul@example.com,27-05-1983,11-05-2008,42,20
2010,46720,Andhra Pradesh Medical Council,Joshua Chowdhury,Harshil Ahuja,MBBS,1991,NTR University of Health Sciences,,,dhawanjacob@example.org,30-12-1985,20-01-2022,40,35
2013,48902,Andhra Pradesh Medical Council,Vinaya Arya,Triveni Saran,MBBS,1996,U.Mysore,MD (Gen. Med.),2006,alkabava@example.net,30-12-1991,02-09-2024,34,30
